"","Work RID","Image RID","ImageDirectory-ID","vol.","NLM Catalog #","Cover type","Title in Tibetan","Title","Author","Number of Pages (Vol)","Print Type","Source printery","Size of printed area","Page Dimensions","Condition of the Text","Readability of the Text","Name of Cataloger","Date of Cataloged","Name of Digitizer","Volume Number","No, of pages scanned (number of images)","Date scanning completed","Station number","Notes on missing pages","Home Office Liason","Archive Status","Yellow-BDRC Librarian, Orange-Cataloguer, Blue-Digitizer"
"902","W1NLM901","I1NLM901","W1NLM901-I1NLM901","1",NA,"n/a","ཚིག་གསལ་སྟོང་མཐུན་གྱི་ཚད་མའི་རྣམ་བཤད་ཟབ་རྒྱས་ཀུན་གསལ་ཚད་མའི་འོད་བརྒྱ་འབར་བ་སྐལ་བཟང་སྙིང་གི་མུན་སེལ།","tshig gsal stong mthun gyi tshad ma'i rnam bshad zab rgyas kun gsal tshad ma'i 'od brgya 'bar ba skal bzang snying gi mun sel/","jam dbyangs bzhad pa'i rdo rje/","83 ff.","dbu med manuscript",NA,"27x7","34x9.5",NA,NA,"Zulaa","12/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"903","W1NLM902","I1NLM902","W1NLM902-I1NLM902","1",NA,"n/a","ཐེག་པ་ཆེན་པོ་རྒྱུད་བླ་མའི་བསྟན་བཅོས།","theg pa chen po rgyud bla ma'i bstan bcos/",NA,"61 ff.","Block Print",NA,"45.5x5.5","51x9",NA,NA,"Zulaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","W1NLM903","I1NLM903","W1NLM903-I1NLM903","1",NA,"n/a","བདེ་བ་ཅན་དུ་སྐྱེ་བའི་སྨོན་ལམ་ཞིན་མཆོག་སྒོ་འབྱེད་ཀྱི་འདོན་བསྒྲིགས་རྣམ་དག་ཞིན་དུ་བགྲོད་པའི་བདེ་ལམ་སོགས།","bde ba can du skye ba'i smon lam zhin mchog sgo 'byed kyi 'don bsgrigs rnam dag zhin du bgrod pa'i bde lam sogs/","ngag dbang dpal ldan/","25 ff., 38 ff., 37 ff.","Block Print",NA,"54x9.5","57.5x11",NA,NA,"tsagaanaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","W1NLM904","I1NLM904","W1NLM904-I1NLM904","1",NA,"n/a","རྟགས་རིགས་ཀྱི་རྣམ་བཞག","rtags rigs kyi rnam bzhag",NA,"71 ff.","Block Print",NA,"48x7","52.5x9",NA,NA,"Zulaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","W1NLM905","I1NLM905","W1NLM905-I1NLM905","1",NA,"n/a","དགེ་འདུན་ཉི་ཤུའི་མཐའ་དཔྱོད་རྗེ་བཙུན་ཆོས་ཀྱི་རྒྱལ་མཚན་དཔལ་བཟང་པོའི་གསུང་རྩོམ་དྲི་མ་མེད་པ་མཁས་པའི་མགུལ་རྒྱན།","dge 'dun nyi shu'i mtha' dpyod rje btsun chos kyi rgyal mtshan dpal bzang po'i gsung rtsom dri ma med pa mkhas pa'i mgul rgyan/","chos kyi rgyal mtshan/","54 ff.","Block Print",NA,"47x6","54x9",NA,NA,"tsagaanaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","W1NLM906","I1NLM906","W1NLM906-I1NLM906","1",NA,"wooden cover","དབུ་མ་རྩ་ཤེའི་འགྲེལ་བ་ཚིག་གསལ་སློབ་དཔོན་ཟླ་བ་གྲགས་པས་མཛད་པ།","dbu ma rtsa she'i 'grel ba tshig gsal slob dpon zla ba grags pas mdzad pa/",NA,"270 ff.","Block Print",NA,"47x6","53.5x9.5",NA,NA,"Zulaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","W1NLM907","I1NLM907","W1NLM907-I1NLM907","1",NA,"n/a","པདྨ་དབང་ཆེན་ཁྲག་འཐུང་རྟ་མགྲིན་ཡང་གསང་ཁྲོས་པའི་འཕྲིན་ལས་ཀྱི་གཞུང་དང་འབྲེལ་བར་གདབ་ལས་ཀྱི་རིམ་པ་ལག་ཏུ་བླང་བའི་ཆོག་སྒྲིགས་རྟ་མཆོག་རྔམས་པའི་བཞད་སྒྲ་སོགས།","pad+ma dbang chen khrag 'thung rta mgrin yang gsang khros pa'i 'phrin las kyi gzhung dang 'brel bar gdab las kyi rim pa lag tu blang ba'i chog sgrigs rta mchog rngams pa'i bzhad sgra sogs/","dam tshig rdo rje/","21 ff., 20 ff., 18 ff., 13 ff.","dbu med manuscript",NA,"38x6","44x8",NA,NA,"tsagaanaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","W1NLM908","I1NLM908","W1NLM908-I1NLM908","1",NA,"wooden cover","མྱུར་མཛད་ཡེ་ཤེས་ཀྱི་མགོན་པོ་ཕྱག་དྲུག་པའི་གཏོར་ཆོག་བསྐང་གསོ་ཆ་ལག་དང་བཅས་པ་སོགས།","myur mdzad ye shes kyi mgon po phyag drug pa'i gtor chog bskang gso cha lag dang bcas pa sogs/","dge legs dpal bzang /","31 ff., 7 ff., 5 ff., 7 ff., 10 ff., 10 ff., 10 ff., 4 ff., 3 ff., 5 ff., 17 ff.","Block Print",NA,"30.5x5.5","35.5x8",NA,NA,"Zulaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","W1NLM909","I1NLM909","W1NLM909-I1NLM909","1",NA,"wooden cover","བདུད་རྩི་སྙིང་པོ་ཡན་ལག་བརྒྱད་པ་གསང་བ་མན་ངག་གི་རྒྱུད་ལས་དུམ་པ་དང་པོ་རྩ་བའི་རྒྱུད།","bdud rtsi snying po yan lag brgyad pa gsang ba man ngag gi rgyud las dum pa dang po rtsa ba'i rgyud/",NA,"9 ff., 273 ff.","Block Print",NA,"48x7","51.5x9.5",NA,NA,"tsagaanaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","W1NLM910","I1NLM910","W1NLM910-I1NLM910","1",NA,"wooden cover","ཚད་མའི་ལམ་བསྒྲིགས་ཆོས་ཀྱི་རྒྱལ་པོ་ཙོང་ཁ་པ་ཆེན་པོས་མཛད་པ་སོགས།","tshad ma'i lam bsgrigs chos kyi rgyal po tsong kha pa chen pos mdzad pa sogs/",NA,"46 ff., 10 ff., 4 ff., 6 ff., 5 ff., 7 ff., 10 ff.","dbu med manuscript",NA,"28x8","34.5x10",NA,NA,"Zulaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","W1NLM911","I1NLM911","W1NLM911-I1NLM911","1",NA,"n/a","དཔལ་འཁོར་ལོ་བདེ་མཆོག་ལྷ་ལྔའི་སྦྱིན་སྲེག་གི་ཆོ་ག་དངོས་གྲུབ་ཀྱི་ལྕགས་ཀྱུ་སོགས།","dpal 'khor lo bde mchog lha lnga'i sbyin sreg gi cho ga dngos grub kyi lcags kyu sogs/","blo dzang bstan 'dzin rgyal mtshan/","19 ff., 16 ff., 37 ff., 4 ff., 3 ff.","Block Print",NA,"40x6.5","50x9",NA,NA,"tsagaanaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","W1NLM912","I1NLM912","W1NLM912-I1NLM912","1",NA,"n/a","རྟ་མགྲིན་གསང་སྒྲུབ་ཀྱི་སྒོ་ནས་ནག་པོའི་ཕྱོགས་ཀྱི་ལྷའི་མཐུ་འཇོམས་ཀྱི་གཏོ་ཆོག་དགྲ་བགེགས་དཔུང་འཇོམས་སོགས།","rta mgrin gsang sgrub kyi sgo nas nag po'i phyogs kyi lha'i mthu 'joms kyi gto chog dgra bgegs dpung 'joms sogs/",NA,"11 ff., 2 ff., 2 ff., 1 ff., 28 ff., 7 ff.","dbu med manuscript",NA,"23x6","30x8.5",NA,NA,"Zulaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"914","W1NLM913","I1NLM913","W1NLM913-I1NLM913","1",NA,"wooden cover","ཆོས་མངོན་པའི་མཛོད་ཀྱི་དགོངས་དོན་གསལ་བར་བྱེད་པའི་ལེགས་བཤད་ཉིན་བྱེད་དབང་པོའི་སྣང་བ་ལས་སྙོམས་འཇུག་བསྟན་པ་སོགས།༼ཉ༽","chos mngon pa'i mdzod kyi dgongs don gsal bar byed pa'i legs bshad nyin byed dbang po'i snang ba las snyoms 'jug bstan pa sogs/(nya)",NA,"62 ff., 16 ff., 5 ff., 4 ff., 2 ff.","dbu med manuscript",NA,"27.5x8.5","34x10",NA,NA,"tsagaanaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","W1NLM914","I1NLM914","W1NLM914-I1NLM914","1",NA,"wooden cover","རྒྱུད་ཐམས་ཅད་ཀྱི་རྒྱལ་པོ་བཅོམ་ལྡན་འདས་དཔལ་དུས་ཀྱི་འཁོར་ལོའི་རྩ་བའི་རྒྱུད་ལས་ཕྱུང་བ་བསྡུས་པའི་རྒྱུད་ཀྱི་རྒྱས་འགྲེལ་དྲི་མ་མེད་པའི་འོད་ཀྱི་རྒྱ་ཆེར་བཤད་པ་དེ་ཁོ་ན་ཉིད་སྣང་བར་བྱེད་པའི་སྙིང་པོ་བསྡུས་པ་ཡིད་བཞིན་གྱི་ནོར་བུ།","rgyud thams cad kyi rgyal po bcom ldan 'das dpal dus kyi 'khor lo'i rtsa ba'i rgyud las phyung ba bsdus pa'i rgyud kyi rgyas 'grel dri ma med pa'i 'od kyi rgya cher bshad pa de kho na nyid snang bar byed pa'i snying po bsdus pa yid bzhin gyi nor bu/","blo bzang chos kyi rgyal mtshan/","150 ff.","Block Print",NA,"49.5x7.5","59x10.5",NA,NA,"Zulaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","W1NLM915","I1NLM915","W1NLM915-I1NLM915","1",NA,"wooden cover","དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཆེན་པོའི་བསྐྱེད་རྫོགས་ཀྱི་ལམ་ཟབ་མོའི་རིམ་པ་གཉིས་ཀྱི་རྣམ་གཞག་སྐུ་གསུམ་ནོར་བུའི་བང་མཛོད།","dpal rdo rje 'jigs byed chen po'i bskyed rdzogs kyi lam zab mo'i rim pa gnyis kyi rnam gzhag sku gsum nor bu'i bang mdzod/",NA,"214 ff.","dbu med manuscript",NA,"28x6","35x8",NA,NA,"tsagaanaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","W1NLM916","I1NLM916","W1NLM916-I1NLM916","1",NA,"n/a","དཔལ་གསང་བ་འདུས་པ་མི་བསྐྱོད་རྡོ་རྗེའི་དཀྱིལ་འཁོར་གྱི་ཆོག་དབང་གི་དོན་གྱི་དེ་ཉིད་རབ་ཏུ་གསལ་བ།","dpal gsang ba 'dus pa mi bskyod rdo rje'i dkyil 'khor gyi chog dbang gi don gyi de nyid rab tu gsal ba/","blo bzang grags pa'i dpal/","78 ff.","Block Print",NA,"47.5x6.5","54x10",NA,NA,"Zulaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","W1NLM917","I1NLM917","W1NLM917-I1NLM917","1",NA,"n/a","ཆོས་མངོན་པའི་མཛོད་ཀྱི་དགོངས་དོན་གསལ་བར་བྱེད་པའི་ལེགས་བཤད་ཉིན་བྱེད་དབང་པོའི་སྣང་བ་ལས་དབང་པོ་བསྟན་པ་ཞེས་བྱ་བའི་གནས་གཉིས་པའི་རྣམ་བཤད་སོགས།","chos mngon pa'i mdzod kyi dgongs don gsal bar byed pa'i legs bshad nyin byed dbang po'i snang ba las dbang po bstan pa zhes bya ba'i gnas gnyis pa'i rnam bshad sogs/",NA,"20 ff. end folio missing, 47 ff., 68 ff.","dbu med manuscript",NA,"28x8","34x10",NA,NA,"tsagaanaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","W1NLM918","I1NLM918","W1NLM918-I1NLM918","1",NA,"n/a","རྒྱལ་བ་ཙོང་ཁ་པ་ཆེན་པོ་ལ་སྟོང་མཆོད་འབུལ་བའི་ཆོ་ག་བཀྲ་ཤིས་གཡས་འཁྱིལ་སོགས།","rgyal ba tsong kha pa chen po la stong mchod 'bul ba'i cho ga bkra shis g.yas 'khyil sogs/",NA,"22 ff., 9 ff., 8 ff., 4 ff., 6 ff., 5 ff., 7 ff., 7 ff., 9 ff., 5 ff.","dbu med manuscript",NA,"29.5x6.5","35x8.5",NA,NA,"Zulaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","W1NLM919","I1NLM919","W1NLM919-I1NLM919","1",NA,"n/a","ཆོས་མངོན་པའི་མཛོད་ཀྱི་མིང་གི་རྣམ་གྲངས་ཚིགས་སུ་བཅད་པའི་མཚམས་སྦྱོར་བརྗོད་དོན་ཀུན་གསལ་མེ་ལོང་།","chos mngon pa'i mdzod kyi ming gi rnam grangs tshigs su bcad pa'i mtshams sbyor brjod don kun gsal me long /","dA na badzra/","72 ff.","Block Print",NA,"47x6.5","59.5x9.5",NA,NA,"tsagaanaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","W1NLM920","I1NLM920","W1NLM920-I1NLM920","1",NA,"n/a","རྒྱས་པའི་བསྟན་བཅོས་ཚད་མ་རྣམ་འགྲེལ་གྱི་ལེའུ་གཉིས་པའི་མཐའ་དཔྱོད་མཁས་པའི་དབང་པོ་རྗེ་རྟ་ནག་པ་དགེ་འདུན་བློ་བཟང་གི་གསུང་རྒྱུན་དྲི་མ་མེད་པ།","rgyas pa'i bstan bcos tshad ma rnam 'grel gyi le'u gnyis pa'i mtha' dpyod mkhas pa'i dbang po rje rta nag pa dge 'dun blo bzang gi gsung rgyun dri ma med pa/","dge 'dun blo bzang/","73 ff.","Block Print",NA,"46x5.5","52.5x9.5",NA,NA,"Zulaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","W1NLM921","I1NLM921","W1NLM921-I1NLM921","1",NA,"n/a","དཔལ་གསང་བ་འདུས་པའི་དཀྱིལ་འཁོར་གྱི་ཆོག་དགའ་དོན་གྱི་རིམ་པར་བསྒྲིགས་པ་སོགས།","dpal gsang ba 'dus pa'i dkyil 'khor gyi chog dga' don gyi rim par bsgrigs pa sogs/","blo dzang chos kyi rgyal mtshan/","43 ff., 10 ff., 1 ff., 2 ff., 1 ff., 3 ff., 2 ff., 2 ff., 2 ff., 2 ff., 3 ff., 3 ff., 3 ff., 2 ff., 3 ff., 3 ff., 4 ff., 2 ff., 3 ff., 6 ff., 2 ff., 2 ff., 3 ff.","Block Print",NA,"49.5x7","61x10",NA,NA,"tsagaanaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","W1NLM922","I1NLM922","W1NLM922-I1NLM922","1",NA,"n/a","རྒྱས་པའི་བསྟན་བཅོས་ཚད་མ་རྣམ་འགྲེལ་གྱི་ལེའུ་བཞི་པའི་མཐའ་དཔྱོད་མཁས་པའི་དབང་པོ་རྗེ་རྟ་ནག་པ་དགེ་འདུན་བློ་བཟང་གི་གསུང་རྒྱུན་དྲི་མ་མེད་པ།","rgyas pa'i bstan bcos tshad ma rnam 'grel gyi le'u bzhi pa'i mtha' dpyod mkhas pa'i dbang po rje rta nag pa dge 'dun blo bzang gi gsung rgyun dri ma med pa/","dge 'dun blo bzang/","180 ff.","Block Print",NA,"44.5x6.5","54x9.5",NA,NA,"Zulaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","W1NLM923","I1NLM923","W1NLM923-I1NLM923","1",NA,"n/a","གསོལ་འདེབས་ངག་གི་དང་ཕྱུག་མའི་འགྲེལ་པ་བླ་མའི་རང་བཞིན་གསལ་བའི་མེ་ལོང་སོགས།","gsol 'debs ngag gi dang phyug ma'i 'grel pa bla ma'i rang bzhin gsal ba'i me long sogs/",NA,"33 ff., 15 ff., 12 ff., 1 ff.","Block Print",NA,"52x7.5","61x10",NA,NA,"tsagaanaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","W1NLM924","I1NLM924","W1NLM924-I1NLM924","1",NA,"wooden cover","ཡི་དམ་རྒྱ་མཚོའི་སྒྲུབ་ཐབས་རིན་ཆེན་འབྱུང་གནས་ཀྱི་ལྷན་ཐབས་གསལ་བའི་མེ་ལོང་ལས་གླེགས་བམ་དང་པོ།","yi dam rgya mtsho'i sgrub thabs rin chen 'byung gnas kyi lhan thabs gsal ba'i me long las glegs bam dang po/",NA,"325 ff.","Block Print",NA,"38.5x6","45.5x9",NA,NA,"Zulaa","15/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","W1NLM925","I1NLM925","W1NLM925-I1NLM925","1",NA,"wooden cover","ཀུན་རིག་གི་ཆོག་བསྒྲིགས་ངག་འདོན་བྱ་ཚུལ་འཇུག་ངོགས་བདེ་བའི་ལམ་སོགས།","kun rig gi chog bsgrigs ngag 'don bya tshul 'jug ngogs bde ba'i lam sogs/",NA,"20 ff., 12 ff., 14 ff., 23 ff., 8 ff., 8 ff., 5 ff., 3 ff.","Block Print",NA,"55x9","61x11",NA,NA,"tsagaanaa","16/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","W1NLM926","I1NLM926","W1NLM926-I1NLM926","1",NA,"n/a","འཕགས་པ་འཇམ་དཔལ་གྱི་མཚན་ཡང་དག་པར་བརྗོད་པའི་སྙིང་བོའི་དོན་བསྡུས་པ་པདྨ་དཀར་པོའི་གཏམ་སྙན།","phags pa 'jam dpal gyi mtshan yang dag par brjod pa'i snying bo'i don bsdus pa pad+ma dkar po'i gtam snyan/",NA,"83 ff.","Block Print",NA,"46.5x6.5","53x9",NA,NA,"Zulaa","16/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","W1NLM927","I1NLM927","W1NLM927-I1NLM927","1",NA,"n/a","སྟོན་པ་ཐུབ་པའི་དབང་པོའི་འཁྲུངས་རབས་རྣམ་ཐར་རྗེས་སུ་དྲན་པའི་སྒོ་ནས་ཕྱག་མཆོད་གསོལ་འདེབས་བྱེད་པའི་ཆོག་ལེགས་ཚོགས་འབྱུང་གནས་སོགས།","ston pa thub pa'i dbang po'i 'khrungs rabs rnam thar rjes su dran pa'i sgo nas phyag mchod gsol 'debs byed pa'i chog legs tshogs 'byung gnas sogs/","ngag dbang dpal ldan/","31 ff., 22 ff., 6 ff.","Block Print",NA,"54x9","61.5x11.5",NA,NA,"tsagaanaa","16/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","W1NLM928","I1NLM928","W1NLM928-I1NLM928","1",NA,"n/a","དམ་པའི་ཆོས་མངོན་པ་མཛོད་ཀྱི་དགོངས་འགྲེལ་གྱི་བསྟན་བཅོས་ཐུབ་བསྟན་ནོར་བུའི་གཏེར་མཛོད་དུས་གསུམ་རྒྱལ་བའི་བཞེད་དོན་ཀུན་གསལ་ལས་གནས་བདུན་པ་སོགས།","dam pa'i chos mngon pa mdzod kyi dgongs 'grel gyi bstan bcos  thub bstan nor bu'i gter mdzod dus gsum rgyal ba'i bzhed don kun gsal las gnas bdun pa sogs/",NA,"42 ff., 18 ff., 4 ff.,","Block Print",NA,"49x6","52.5x8.5",NA,NA,"Zulaa","16/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","W1NLM929","I1NLM929","W1NLM929-I1NLM929","1",NA,"n/a","འདུལ་བའི་གཞུང་ལུགས་ཀུན་གྱི་སྙིང་པོ་བསྡུས་པའི་སྡོམས་ཀྱི་ཚིགས་སུ་བཅད་པ་བློ་གསལ་མགུ་བ་བསྐྱེད་པའི་ངོ་མཚར་འཕྲུལ་གྱི་མེ་ལོང་།","dul ba'i gzhung lugs kun gyi snying po bsdus pa'i sdoms kyi tshigs su bcad pa blo gsal mgu ba bskyed pa'i ngo mtshar 'phrul gyi me long /","blo bzang 'phrin las rnam rgyal/","97 ff.","Block Print",NA,"51x7","57.5x10",NA,NA,"tsagaanaa","16/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","W1NLM930","I1NLM930","W1NLM930-I1NLM930","1",NA,"n/a","རྒྱུད་ཐམས་ཅད་ཀྱི་རྒྱལ་པོ་དཔལ་གསང་བ་འདུས་པའི་གདམས་ངག་རིམ་ལྔ་གསལ་སྒྲོན་གྱི་སྙིང་པོའི་གནད་ཀུན་བསྡུས་པ་ཟབ་དོན་གསལ་བའི་ཉི་མ།","rgyud thams cad kyi rgyal po dpal gsang ba 'dus pa'i gdams ngag rim lnga gsal sgron gyi snying po'i gnad kun bsdus  pa zab don gsal ba'i nyi ma/","blo bzang chos kyi rgyal mtshan/","57 ff.,","Block Print",NA,"51.5x7.5","58x10.5",NA,NA,"Zulaa","16/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","W1NLM931","I1NLM931","W1NLM931-I1NLM931","1",NA,"n/a","བློ་གསལ་གླིང་དང་བཀྲ་ཤིས་སྒོ་མང་གྲྭ་ཚང་གི་དབུ་ཕུར་གྱི་ཡིག་ཆའི་བཤད་ཚུལ་བཀོད་པ་བློ་གསལ་དགའ་སྟོན།","blo gsal gling dang bkra shis sgo mang grwa tshang gi dbu phur gyi yig cha'i bshad tshul bkod pa blo gsal dga' ston/","ngag dbang dpal ldan/","91 ff.","Block Print",NA,"52x7.5","61x11",NA,NA,"tsagaanaa","16/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","W1NLM932","I1NLM932","W1NLM932-I1NLM932","1",NA,"n/a","དམ་པའི་ཆོས་འདུལ་བའི་དཀའ་འགྲེལ་ལུང་རིགས་ཀྱི་ཉི་མ་ཞེས་བྱ་བ་ལས་སྤྱིར་བསྟན་མན་གྱི་རྣམ་པར་བཤད་པ། ༼ཁ༽","dam pa'i chos 'dul ba'i dka' 'grel lung rigs kyi nyi ma zhes bya ba las spyir bstan man gyi rnam par bshad pa/_(kha)","bsod nams grags pa/","97-177 ff.","Block Print",NA,"50.5x7.5","61.5x11",NA,NA,"Zulaa","16/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","W1NLM933","I1NLM933","W1NLM933-I1NLM933","1",NA,"wooden cover","མགོན་པོའི་ཞི་བའི་སྦྱིན་སྲེག་གི་འདོན་ཆ་སོགས།","mgon po'i zhi ba'i sbyin sreg gi 'don cha sogs/",NA,"13 ff., 6 ff., 8 ff., 21 ff., 4 ff., 14 ff., 14 ff., 15 ff., 4 ff., 5 ff., 6 ff., 8 ff., 5 ff., 5 ff., 14 ff., 5 ff., 4 ff., 5 ff., 6 ff., 4 ff., 5 ff.","dbu med manuscript",NA,"29x8.5","35.5x11",NA,NA,"tsagaanaa","16/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","W1NLM934","I1NLM934","W1NLM934-I1NLM934","1",NA,"paper cover","འདུལ་པ་མདོ་རྩ་བའི་མཆན་འགྲེལ་མཐོང་ལ་དོན་འགྲུབ་ཅེས་བྱ་བ་ཀུན་མཁྱེན་ཆེན་པོ་མཚོ་སྣ་པས་མཛད་པ།","dul pa mdo rtsa ba'i mchan 'grel mthong la don 'grub ces bya ba kun mkhyen chen po mtsho sna pas mdzad pa/",NA,"451 ff.","Block Print",NA,"46.5x6.5","53x9",NA,NA,"Zulaa","16/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","W1NLM935","I1NLM935","W1NLM935-I1NLM935","1",NA,"n/a","འཕགས་པ་གསེར་འོད་དམ་པ་མདོ་སྡེའི་དབང་པོ་རྒྱལ་པོ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།","phags pa gser 'od dam pa mdo sde'i dbang po rgyal po zhes bya ba theg pa chen po'i mdo/",NA,"202 ff.","Block Print",NA,"37x8.5","44x10.5",NA,NA,"tsagaanaa","16/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","W1NLM936","I1NLM936","W1NLM936-I1NLM936","1",NA,"n/a","དེ་ལྟར་ཡུམ་གྱི་མདོར་གསུངས་པ་སློབ་པ་ཕྱིར་མོ་ལྡོག་པའི་ངག་འདོན་དཀོན་མཆོག་རྣམས་རྒྱན་དང་འགྲེལ་པ་སོགས་སུ་ཇི་ལྟར་བཤད་པའི་ཚུལ་ལས་ཅུང་བཟད་བསྡུས་ཏེ་བཀོད་པ","de ltar yum gyi mdor gsungs pa slob pa phyir mo ldog pa'i ngag 'don dkon mchog rnams rgyan dang 'grel pa sogs su ji ltar bshad pa'i tshul las cung bzad bsdus te bkod pa sogs/",NA,"72 ff., 16 ff., 14 ff., 7 ff., 6 ff.","Block Print",NA,"44x7","53x9",NA,NA,"tsagaanaa","16/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","W1NLM937","I1NLM937","W1NLM937-I1NLM937","1",NA,"wooden cover","འཕགས་པ་བརྒྱད་སྟོང་པ།","phags pa brgyad stong pa/",NA,"778 ff.","dbu med manuscript",NA,"28.5x8.5","35x11",NA,NA,"tsagaanaa","16/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"939","W1NLM938","I1NLM938","W1NLM938-I1NLM938","1",NA,"paper cover","བསྡུས་གྲྭའི་ལེགས་བཤད་གྲངས་མེད་སྐལ་བཟང་གི་བློ་གྲོས་ཀྱི་པད་ཚལ་བཞད་པའི་ལུང་རིགས་ཀྱི་ཉི་མ།","bsdus grwa'i legs bshad grangs med skal bzang gi blo gros kyi pad tshal bzhad pa'i lung rigs kyi nyi ma/","dge 'dun rgya mtsho/","313 ff.","Block Print",NA,"48x7","52x9",NA,NA,"Zulaa","16/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"940","W1NLM939","I1NLM939","W1NLM939-I1NLM939","1",NA,"n/a","འདུལ་བ་མདོ་རྩ་བའི་རྒྱ་ཆེར་འགྲེལ་པ་སློབ་དཔོན་ཆོས་ཀྱི་བཤེས་གཉེན་གྱིས་མཛད་པའི་སྟོད་དུམ།","dul ba mdo rtsa ba'i rgya cher 'grel pa slob dpon chos kyi bshes gnyen gyis mdzad pa'i stod dum/",NA,"552 ff.","Block Print",NA,"46x6","52.5x8.5",NA,NA,"tsagaanaa","16/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"941","W1NLM940","I1NLM940","W1NLM940-I1NLM940","1",NA,"n/a","དབུ་མ་ལ་འཇུག་པའི་རྣམ་བཤད་དགོངས་པ་ཡང་གསལ་རྗེ་བཙུན་ཤེས་རབ་དབང་པོས་མཛད་པ།","dbu ma la 'jug pa'i rnam bshad dgongs pa yang gsal rje btsun shes rab dbang pos mdzad pa/","shes rab dbang po/","255 ff.","Block Print",NA,"47.5x6","53x9.5",NA,NA,"Zulaa","16/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"942","W1NLM941","I1NLM941","W1NLM941-I1NLM941","1",NA,"paper cover","དབུ་མ་ལ་འཇུག་པའི་རྣམ་བཤད་དགོངས་པ་ཡང་གསལ་རྗེ་བཙུན་ཤེས་རབ་དབང་པོས་མཛད་པ།","dbu ma la 'jug pa'i rnam bshad dgongs pa yang gsal rje btsun shes rab dbang pos mdzad pa/","shes rab dbang po/","256 ff.","Block Print",NA,"48.5x7","55.5x8.5",NA,NA,"Zulaa","16/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","W1NLM942","I1NLM942","W1NLM942-I1NLM942","1",NA,"n/a","བྱང་ཆུབ་ལམ་གྱི་སྒྲོན་མེའི་འགྲེལ་པ་ཕུལ་བྱུང་དགྱེས་པའི་མཆོད་སྤྲིན་སོགས།","byang chub lam gyi sgron me'i 'grel pa phul byung dgyes pa'i mchod sprin sogs/","dkon mchog rgyal mtshan/","79 ff., 10 ff.","Block Print",NA,"56x8","61.5x10.5",NA,NA,"tsagaanaa","17/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
