"","Work RID","Image RID","ImageDirectory-ID","vol.","NLM Catalog #","Cover type","Title in Tibetan","Title","Author","Number of Pages (Vol)","Print Type","Source printery","Size of printed area","Page Dimensions","Condition of the Text","Readability of the Text","Name of Cataloger","Date of Cataloged","Name of Digitizer","Volume Number","No, of pages scanned (number of images)","Date scanning completed","Station number","Notes on missing pages","Home Office Liason","Archive Status","Yellow-BDRC Librarian, Orange-Cataloguer, Blue-Digitizer"
"48","W1NLM47","I1NLM47","W1NLM47-I1NLM47","1","M0057941","n/a","ཚེའི་མཐར་ཉེ་བར་ཕན་པའི་མན་ངག་འཁྲུལ་སྣང་དབྱིངས་གྲོལ་སོགས།","tshe'i mthar nye bar phan pa'i man ngag 'khrul snang dbyings grol sogs/","ngag dbang rdo rje/","1 v.","manuscript",NA,"18x7","22x9",NA,NA,"Zulaa","23/8/18","Manal","1",358,"26/9/18","2","M0057941-008  [*page number 7 duplicate, Image 247,248",NA,"Online",NA
"49","W1NLM48","I1NLM48","W1NLM48-I1NLM48","1","M0057942","n/a","རྗེ་བཙུན་སྒྲོལ་མ་ལ་འཕྲིན་ལས་ཀྱི་ཡོན་ཏན་གཙོ་བོར་བརྗོད་པའི་སྒོ་ནས་བསྟོད་པ་མཚན་དོན་གསལ་བ་སོགས།","rje btsun sgrol ma la 'phrin las kyi yon tan gtso bor brjod pa'i sgo nas bstod pa mtshan don gsal ba sogs/",NA,"1 v.","manuscript",NA,"17.5x5.5","22x8.5",NA,NA,"tsagaanaa","23/8/18","Мanal","1",680,"27/9/18","2","M0057942-037 [*missing page from 20A] Image 425, M0057942-047 [page number 3 duplicate, Image 559,560] M0057942-054 5A-8B [*Missing page from 9A, Image 676",NA,"Online",NA
"50","W1NLM49","I1NLM49","W1NLM49-I1NLM49","1","M0057943","n/a","གསང་བ་ཡེ་ཤེས་ཀྱི་མཁ་འགྲོའི་ཨ་ཏིའི་འཁྲིད་ཡིག་ཀློང་ཆེན་ཡར་རྩེ།","gsang ba ye shes kyi mkha 'gro'i a ti'i 'khrid yig klong chen yar rtse/",NA,"95 ff.","manuscript",NA,"35x7.5","41.5x10",NA,NA,"Zulaa","23/8/18","Otgoo","1",190,"26/9/18","1",NA,NA,"Online",NA
"51","W1NLM50","I1NLM50","W1NLM50-I1NLM50","1","M0057944","n/a","དམ་ཅན་ཆོས་ཀྱི་རྒྱལ་བོའི་གཏོར་ཆོག་བསྐང་གསོ་བསྡོད་བསྐུལ་དང་བཅས་པ་སོགས།","dam can chos kyi rgyal bo'i gtor chog bskang gso bsdod bskul dang bcas pa sogs/",NA,"1 v.","Block Print",NA,"18x6","22x8.5",NA,NA,"tsagaanaa","23/8/18","Otgoo","1",212,"26/9/18","1","M0057944-014 1A-12B [*missing page from 7A-9B*] Image 139, 140, 141, 142, 143, 144;",NA,"Online",NA
"52","W1NLM51","I1NLM51","W1NLM51-I1NLM51","1","M0057964","n/a","འཕགས་པ་འཇམ་དཔལ་གྱི་མཚན་ཡང་དག་པར་བརྗོད་པ་སོགས།","phags pa 'jam dpal gyi mtshan yang dag par brjod pa sogs/",NA,"1 v.","manuscript",NA,"17.5x6.5","22x8.5",NA,NA,"Zulaa","23/8/18","Otgoo","1",259,"27/9/18","1","M0057964-003 1A-5A [*missing page from 4A-4B*] Image 71, 72; 1A-1B page are missing Image 111, 112; M0057964-026 1A-2B [*missing page from 3A*] Image 251;",NA,"Online",NA
"53","W1NLM52","I1NLM52","W1NLM52-I1NLM52","1","M0057965","paper cover","འཕགས་པ་རྒྱལ་མཚན་གྱི་རྩེ་མོའི་དཔུང་རྒྱན་སོགས།","phags pa rgyal mtshan gyi rtse mo'i dpung rgyan sogs/",NA,"1 v.","manuscript",NA,"16.5x8","22x8.5",NA,NA,"tsagaanaa","23/8/18","Manal","1",311,"27/9/18","2",NA,NA,"Online",NA
"54","W1NLM53","I1NLM53","W1NLM53-I1NLM53","1","M0057966","n/a","དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ལྷ་བཅུ་གསུཾ་མའི་སྒྲུབ་ཐབས་རིན་པོ་ཆེའི་ཟ་མ་ཏོག་སོགས།","dpal rdo rje 'jigs byed lha bcu gsuM ma'i sgrub thabs  rin po che'i za ma tog sogs/","dge legs dpal bzang/","1 v.","Block Print",NA,"16x7","22x9",NA,NA,"Zulaa","23/8/18","Otgoo","1",330,"27/9/18","1",NA,NA,"Online",NA
"55","W1NLM54","I1NLM54","W1NLM54-I1NLM54","1","M0057967","n/a","འཕགས་པ་ཚེ་དང་ཡེ་ཤེས་དཔག་ཏུ་མེད་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་སོགས།","phags pa tshe dang ye shes dpag tu med pa zhes bya ba theg pa chen po'i mdo sogs/",NA,"1 v.","manuscript",NA,"16x6","21.5x8.5",NA,NA,"tsagaanaa","23/8/18","Manal","1",374,"28/9/18","2",NA,NA,"Online",NA
"56","W1NLM55","I1NLM55","W1NLM55-I1NLM55","1","M0057968","n/a","འབྲས་རྩིས་དངུལ་གྱི་མེ་ལོང་སོགས་ལས་བྲིས་སོགས།","bras rtsis dngul gyi me long sogs las bris sogs/","sum pa mkhan po/","1 v.","manuscript",NA,"16x6","22x9",NA,NA,"tsagaanaa","23/8/18","Otgoo","1",299,"28/9/18","1","M0057968-005 1A-5B [*missing page from 6A*] Image 113; M0057968-019 14B-18A [*missing page from 16A-16B*] Image 272, 273;",NA,"Online",NA
"57","W1NLM56","I1NLM56","W1NLM56-I1NLM56","1","M0057969","paper cover","རྒྱུན་དུ་ཁ་འདོན་བྱེད་ན་ཉམས་ལེན་འོང་པའི་མང་ངག་ཟབ་མོ་སོགས།","rgyun du kha 'don byed na nyams len 'ong pa'i mang ngag zab mo sogs/",NA,"1 v.","manuscript",NA,"19x7","22x8.5",NA,NA,"Zulaa","23/8/18","Otgoo","1",341,"28/9/18","1","M0057969-018 1A-2B [*missing page from 3A*] Image 168;",NA,"Online",NA
"58","W1NLM57","I1NLM57","W1NLM57-I1NLM57","1","M0057970","paper cover","རྒྱུད་འགྲེལ་ལྡེ་མིག་ཅེས་བྱ་བ་རྫོགས་རིམ་ཀྱི་སྡོམས་ཚིགས་མདོར་བསྡུས་སོགས།","rgyud 'grel lde mig ces bya ba rdzogs rim kyi sdoms tshigs mdor bsdus sogs/","khri thog bdun cu pa/","1 v.","manuscript",NA,"17.5x6","22x8.5",NA,NA,"Zulaa","23/8/18","Manal","1",339,"28/9/18","2","M0057970-002 [*Missing page 3a,3b ] Image 125,126",NA,"Online",NA
"59","W1NLM58","I1NLM58","W1NLM58-I1NLM58","1","M0057971","paper cover","ལྔ་བསྡུས་ཀྱི་འབྲས་བཤད་བཀྲ་ཤིས་ཟླ་གསར་སོགས།","lnga bsdus kyi 'bras bshad bkra shis zla gsar sogs/",NA,"1 v.","manuscript",NA,"20x7","22x8.5",NA,NA,"tsagaanaa","23/8/18","Manal","1",195,"1/10/18","2",NA,NA,"Online",NA
"60","W1NLM59","I1NLM59","W1NLM59-I1NLM59","1","M0057972","n/a","དཔལ་ལྡན་དམག་ཟོར་རྒྱལ་མོའི་སྒོ་ནས་རྣོ་མཐོང་སྒྲུབ་ཚུལ་དེའི་འབྲས་བཤད་དང་བཅས་པ།","dpal ldan dmag zor rgyal mo'i sgo nas rno mthong sgrub tshul de'i 'bras bshad dang bcas pa/","ngag dbang 'phrin las/","65 ff.","Block Print",NA,"15x5.5","21.5x7.5",NA,NA,"Zulaa","23/8/18","Otgoo","65 ff.",130,"1/10/18","1",NA,NA,"Online",NA
"61","W1NLM60","I1NLM60","W1NLM60-I1NLM60","1","M0057973","n/a","བཀྲ་ཤིས་བརྩེགས་པའི་གཡང་འགུག་བྱེད་ཚུལ་གྱི་ཆོ་ག་བཀྲ་ཤིས་དགེ་མཚན་འགུག་པའི་ལྕགས་ཀྱུ་སོགས།","bkra shis brtsegs pa'i g.yang 'gug byed tshul gyi cho ga bkra shis dge mtshan 'gug pa'i lcags kyu sogs/","ki rta'i ming can/","1 v.","manuscript",NA,"17x6","21x8",NA,NA,"tsagaanaa","23/8/18","Otgoo","1",347,"1/10/18","1","M0057973-003 1A-4B [*missing page from 5A*] Image 63; M0057973-027 1A-4B [* half of pages 3A-3B*] Image 328, 329;",NA,"Online",NA
"62","W1NLM61","I1NLM61","W1NLM61-I1NLM61","1","M0057974","n/a","འཕགས་པ་ཕྱོགས་བཅུའི་མུན་པ་རྣམ་པར་སེལ་བ་སོགས།","phags pa phyogs bcu'i mun pa rnam par sel ba sogs/",NA,"1 v.","manuscript",NA,"16x5","19.5x6.5",NA,NA,"Zulaa","23/8/18","Otgoo","1",277,"1,2/10/18","1","M0057974-006 1A-4B [*missing page from 5A*] Image 81; M0057974-026 1A-7B [*missing page from 5A-6B*] Image 256-259;",NA,"Online",NA
"63","W1NLM62","I1NLM62","W1NLM62-I1NLM62","1","M0057975","n/a","སྨན་བླའི་མཆེད་བདུན་ལ་གསོལ་བ་གདབ་པའི་ཆོ་ག་སོགས།","sman bla'i mched bdun la gsol ba gdab pa'i cho ga sogs/",NA,"1 v.","manuscript",NA,"13x5","17x6.5",NA,NA,"Zulaa","23/8/18","Manal","1",317,"1/10/18","2",NA,NA,"Online",NA
"64","W1NLM63","I1NLM63","W1NLM63-I1NLM63","1","M0057976","n/a","མཁན་ཆེན་ཆོས་ཀྱི་རྒྱལ་པོའི་གསུང་འབུམ་ལས་བྱང་ཆུབ་ལམ་རིམ་གྱི་འཁྲིད་བློ་ཡི་མུན་སེལ་སོགས།","mkhan chen chos kyi rgyal po'i gsung 'bum las byang chub lam rim gyi 'khrid blo yi  mun sel sogs/","blo bzang bstan 'dzin rgyal mtshan/","1 v.","Block Print",NA,"17x5.5","20x7",NA,NA,"tsagaanaa","23/8/18","Manal","1",298,"1,2/10/18","2","M0057975-002 [*Missing page from 3a, 3b ] Image 75,76  M0057975-002 [*Missing page from 65a-66b] Image 199-202 M0057975-004 [*Missing page from 1A-2B] Image 263-266",NA,"Online",NA
"65","W1NLM64","I1NLM64","W1NLM64-I1NLM64","1","M0057977","n/a","འཕགས་པ་ཕྱིར་བཟློག་སྟོབས་ཅན་སོགས།","phags pa phyir bzlog stobs can sogs/",NA,"1 v.","manuscript",NA,"17x6","22x8.5",NA,NA,"Zulaa","23/8/18","Otgoo","1",409,"2/10/18","1","M0057977-010 1A-5B [*missing page from 6A*] Image 115;",NA,"Online",NA
"66","W1NLM65","I1NLM65","W1NLM65-I1NLM65","1","M0057978","n/a","བྱམས་པའི་མངོན་རྟོགས་དམ་བཅས་པའི་གཟུངས་སྨོན་ལམ་བསྟོད་པ་བརྟན་བཞུགས་གསེར་གསོལ་གཙོ་བོ་རྒྱལ་བ་སྤྱི་བཤགས་དང་བཅས་པ་རྣམས་སོགས།","byams pa'i mngon rtogs dam bcas pa'i gzungs smon lam bstod pa brtan bzhugs gser gsol gtso bo rgyal ba spyi bshags dang bcas pa rnams sogs/","blo bzang chos kyi rgyal mtshan/","1 v.","Block Print",NA,"18x4.5","23x7",NA,NA,"tsagaanaa","23/8/18","Manal","1",224,"2/10/18","2",NA,NA,"Online",NA
"67","W1NLM66","I1NLM66","W1NLM66-I1NLM66","1","M0057979","paper cover","ཁྲོ་བོ་སྨེ་བ་བརྩེགས་པའི་སྒྲུབ་ཐབས་བདུད་རྩིའི་ཆུ་རྒྱུན།","khro bo sme ba brtsegs pa'i sgrub thabs bdud rtsi'i chu rgyun/",NA,"1 v.","manuscript",NA,"17x7","22x8.5",NA,NA,"Zulaa","23/8/18","Manal","1",277,"2,3/10/18","2","M0057979-030 1A-8B [Missing page from 9A] Image 254",NA,"Online",NA
"68","W1NLM67","I1NLM67","W1NLM67-I1NLM67","1","M0057980","n/a","དགུ་ལིང་བརྩིས་ནི་གསེར་གྱི་སྡོམ་པའི་གསུངས་སོགས།","dgu ling brtsis ni gser gyi sdom pa'i gsungs sogs/",NA,"1 v.","manuscript",NA,"21.5x5.5","24.5x7.5",NA,NA,"Zulaa","23/8/18","Otgoo","1",352,"2,3/10/18","1",NA,NA,"Online",NA
"69","W1NLM68","I1NLM68","W1NLM68-I1NLM68","1","M0057981","n/a","ཕཊ་དང་རླུང་གི་སྐོར་དང་སྟན་ཐོག་གཅིག་མའི་བསྡུས་དོན་དགོས་འདོད་ཀུན་འབྱུང་རང་སྒོ་ངའི་རྣམ་བཤད་སོགས་ལེ་ཚན་འགའ་ཞིག་སོགས།","phaT dang rlung gi skor dang stan thog gcig ma'i bsdus don dgos 'dod kun 'byung rang sgo nga'i rnam bshad sogs le tshan 'ga' zhig sogs/","su ma ti dz+nya na/","1 v.","manuscript",NA,"17.5x6","22x9",NA,NA,"tsagaanaa","23/8/18","Manal","1",279,"3/10/18","2","M0057981-002 [*Missing page from 12A-15B ] Image 123-130 M0057981-002 [Missing page from 23A-24B] Image 145-148",NA,"Online",NA
"70","W1NLM69","I1NLM69","W1NLM69-I1NLM69","1","M0057982","n/a","དཔལ་རྟ་མགྲིན་ཡང་གསང་ཁྲོས་པའི་སྒོ་ནས་བཟློག་གཏོར་འཕེན་ཚུལ་འཁྱེར་བདེ་རིག་འཛིན་དཔའ་བོའི་མཚོན་ཆ་སོགས།","dpal rta mgrin yang gsang khros pa'i sgo nas bzlog gtor 'phen tshul 'khyer bde rig 'dzin dpa' bo'i mtshon cha sogs/","dam tshig rdo rje/","1 v.","manuscript",NA,"30x5.5","36.5x8",NA,NA,"tsagaanaa","23/8/18","Otgoo","1",142,"3/10/18","1",NA,NA,"Online",NA
"71","W1NLM70","I1NLM70","W1NLM70-I1NLM70","1","M0057983","n/a","བླ་མ་དང་བཤེས་གཉེན་བསྟེན་ཚུལ་སོགས།","bla ma dang bshes gnyen bsten tshul sogs/",NA,"1 v.","manuscript",NA,"14.5x6","17.5x7.5",NA,NA,"Zulaa","23/8/18","Manal",NA,605,"4,5/10/18","2","M0057983-016 [*Missing page from 17A, 17B] Image 267,268",NA,"Online",NA
"72","W1NLM71","I1NLM71","W1NLM71-I1NLM71","1","M0057984","n/a","ས་བདག་ཆབ་གཏོར་གཏོང་ཚུལ་རྐྱེན་ངན་ཀུན་སེལ་སོགས།","sa bdag chab gtor gtong tshul rkyen ngan kun sel sogs/",NA,"1 v.","manuscript",NA,"15x6","19.5x9",NA,NA,"Zulaa","23/8/18","Otgoo","1",265,"3,4/10/18","1","M0057984-009 1A-14B [*missing page from 15A*] Image 111;",NA,"Online",NA
"73","W1NLM72","I1NLM72","W1NLM72-I1NLM72","1","M0057985","n/a","མཚུན་ལྷ་ཚེ་ཐར་བསངས་མཆོད་འབུལ་སོགས།","mtshun lha tshe thar bsangs mchod 'bul sogs/",NA,"1 v.","manuscrpit",NA,"18x5.5","21.5x8",NA,NA,"Zulaa","23/8/18","Manal","1",329,"3,4/10/18","2","M0057985-005 [Page 2A, 2B half of pages ] Image 31,32 M0057985-008 [ Page 29A, 29B damaged page]  Image 111,112 M0057985- 008 [Missing page from 35A, 35B] Image 123,124 M0057985-025 [*Missing page from 3A, 3B] Image 307,308",NA,"Online",NA
"74","W1NLM73","I1NLM73","W1NLM73-I1NLM73","1","M0057986","n/a","དྲག་གི་མི་སྐར་མི་ཆེན་གྱི་གསོལ་མཆོད་གུ་རུ་པདྨ་བླ་མའི་མན་ངག་སོགས།","drag gi mi skar mi chen gyi gsol mchod gu ru pad+ma bla ma'i man ngag sogs/",NA,"1 v.","manuscript",NA,"18x6","22x8.5",NA,NA,"tsagaanaa","23/8/18","Otgoo","1",430,"4/10/18","1","M0057986-025 1A-17B [*missing page from 6A-6B*] Image 187, 188; M0057986-037 1A-14B [*missing page from 11A-11B*] Image 327, 328; M0057986-043 1A-6B [*missing page from 4A-4B*] Image 407, 408;",NA,"Online",NA
"75","W1NLM74","I1NLM74","W1NLM74-I1NLM74","1","M0057987","n/a","མི་ཁ་དགྲ་མཆུ་གཅོད་ཚུལ་སོགས།","mi kha dgra mchu gcod tshul sogs/",NA,"1 v.","manuscript",NA,"18x6.5","22x9",NA,NA,"tsagaanaa","24/8/18","Manal","1",130,"4/10/18","2","M0057987-006 1A-2B [*Final Pages  3A are missing ] Image 59",NA,"Online",NA
"76","W1NLM75","I1NLM75","W1NLM75-I1NLM75","1","M0057988","n/a","སྨན་བླ་མཆོད་ཆོ་ག་ཡིད་བཞིན་དབང་རྒྱལ།","sman bla mchod cho ga yid bzhin dbang rgyal/",NA,"127 ff.","Block Print",NA,"15.5x5.5","22x8.5",NA,NA,"Zulaa","24/8/18","Manal","127ff.",254,"4/10/18","2","M0057988-001 [*Missing page from 74A, 74B] Image 147,148 M0057988-001 [*Missing page from 77A, 77B] Image 153,154",NA,"Online",NA
"77","W1NLM76","I1NLM76","W1NLM76-I1NLM76","1","M0057989","paper cover","མཆོག་གསུམ་སྤྱི་ལ་གསོལ་འདེབས་བྱ་ཚུལ་འབྲེལ་ཐོགས་གསོན་གཤིན་འདྲེན་པའི་ལྕགས་ཀྱུ་ཉེས་སོགས།","mchog gsum spyi la gsol 'debs bya tshul 'brel thogs gson gshin 'dren pa'i lcags kyu nyes sogs/","dha rma dha ra/","1 v.","manuscript",NA,"15.5x4.5","20.5x7",NA,NA,"tsagaanaa","24/8/18","Otgoo","1",275,"4,5/10/18","1","M0057989-006 1A-18B [*missing page from 15A-15B; Final pages are missing 19A*] Image 58, 59, 66;",NA,"Online",NA
"78","W1NLM77","I1NLM77","W1NLM77-I1NLM77","1","M0057990","n/a","སྨན་བླའི་མདོ་ཆོག་འདོན་བ་ཟུར་དུ་བཀོལ་བ་ཡིད་བཞིན་དབང་རྒྱལ།","sman bla'i mdo chog 'don ba zur du bkol ba yid bzhin dbang rgyal/",NA,"62 ff.","Block Print",NA,"26x6","33.5x9.5",NA,NA,"Zulaa","24/8/18","Otgoo","62 ff.",125,"5/10/18","1","M0057990-001 1A-62B [*Final pages are missing 63A*] Image 125",NA,"Online",NA
"79","W1NLM78","I1NLM78","W1NLM78-I1NLM78","1","M0057991","n/a","སྨན་བླའི་ཆོག་བསྒྲིགས་འདོད་དགུའི་འབྱུང་གནས།","sman bla'i chog bsgrigs 'dod dgu'i 'byung gnas/",NA,"76 ff.","Block Print",NA,"22x6.5","26x9","poor",NA,"Zulaa","24/8/18","Otgoo","76 ff.",152,"5/10/18","1",NA,NA,"Online",NA
"80","W1NLM79","I1NLM79","W1NLM79-I1NLM79","1","M0057992","n/a","འཕགས་པ་ཚེ་དཔག་ཏུ་མེད་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་སོགས།","phags pa tshe dpag tu med pa zhes bya ba theg pa chen po'i mdo sogs/",NA,"1 v.","Block Print",NA,"16x6","21.5x8.5",NA,NA,"Zulaa","24/8/18","Manal","1",162,"5/10/18","2",NA,NA,"Online",NA
"81","W1NLM80","I1NLM80","W1NLM80-I1NLM80","1","M0057993","n/a","དཔྱད་མཆོག་གཏར་ཁའི་གདམས་པ་ཉེས་འཁྲུགས་རྙོགས་དྲུང་འབྱིན་བྱེད་ཀ་རྐེ་ཏ་སོགས།","dpyad mchog gtar kha'i gdams pa nyes 'khrugs rnyogs drung 'byin byed ka rke ta sogs/","bstan 'dzin phun tshogs/","1 v.","manuscript",NA,"16x7","19.5x9",NA,NA,"tsagaanaa","24/8/18","Otgoo","1",439,"5,8/10/18","1","M0057993-002 1A-5B [*3A,B duplicate pages; Final pages are missing from 6A*] Images 73, 75, 81; M0057993-003 1A-9B [*missing page from 2A,B; Final pages are missing from 10A*] Images 156, 157, 172; M0057993-010 1A-27B [*Half of page 2A,B is torn; 14 and 15 pages are on the same page; Final pages are missing from 28A*] Images 175, 176, 199, 200, 225;",NA,"Online",NA
"82","W1NLM81","I1NLM81","W1NLM81-I1NLM81","1","M0057994","n/a","འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྡུད་པ་ཚིགས་སུ་བཅད་པ།","phags pa shes rab kyi pha rol tu phyin pa sdud pa tshigs su bcad pa/",NA,"64 ff.","Block Print",NA,"22x5.5","24.5x7",NA,NA,"Zulaa","24/8/18","Manal","64ff.",128,"8/10/18","2",NA,NA,"Online",NA
"83","W1NLM82","I1NLM82","W1NLM82-I1NLM82","1","M0057995","n/a","བསངས་ཀྱི་ཆོ་ག་དངོས་གྲུབ་ཀྱི་གཟི་འོད་འབར་བ་ངོ་མཚར་རིན་པོ་ཆེའི་ཕྲེང་བ་སོགས།","bsangs kyi cho ga dngos grub kyi gzi 'od 'bar ba ngo mtshar rin po che'i phreng ba sogs/","blo bzang chos kyi rgyal mtshan/","1 v.","manuscript",NA,"28.5x7","32.5x10",NA,NA,"tsagaanaa","24/8/18","Manal","1",310,"8/10/18","2",NA,NA,"Online",NA
"84","W1NLM83","I1NLM83","W1NLM83-I1NLM83","1","M0057996","n/a","དཔལ་གསང་བ་འདུས་པའི་བུམ་པ་བསྐྱེད་ཚུལ་སོགས།","dpal gsang ba 'dus pa'i bum pa bskyed tshul sogs/",NA,"1 v.","Block Print",NA,"29.5x6.5","34x8.5",NA,NA,"Zulaa","29/8/18","Otgoo","1",540,"8,9/10/18","1","M0057996-005 1A-57B [*Double number of page 22*] Images 141, 143;",NA,"Online",NA
